s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,s_64,s_65,s_66,s_67,s_68,s_69,s_70,s_71,s_72,s_73,s_74,s_75,s_76,s_77,s_78,s_79,s_80,s_81,s_82,s_83,s_84,s_85,s_86,s_87,s_88,s_89,s_90,s_91,s_92,s_93,s_94,s_95,s_96,s_97,s_98,s_99,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1092,7,6,328,2404,9,285,4,76,2,2,470,144,28,77,2,2,2,744,9,4278,17,29,2,2,5,2,175,1251,7,2731,4497,2,5,1181,127,2,2,2,3932,422,6,227,9,12,2,7,2,3932,57,24,66,4,2,9,53,2462,4,2006,9,128,2462,5,8,30,1202,45,2805,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,16,115,38,1100,11,61,113,634,7,1948,532,2192,2,2,2,2936,2,187,2,44,68,712,45,40,149,2,2,60,4,383,139,80,2,6,622,420,7,2,48,25,28,2,851,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,49,84,193,113,230,99,615,106,14,22,18,51,12,9,870,145,2,5,28,6,2,4,22,127,24,193,410,615,38,1082,144,75,48,25,40,592,2,25,80,40,14,22,48,29,9,24,129,3647,7,3384,202,12,6,717,10,10,13,40,592,2,38,13,423,14,22,38,606,218,12,1
0,0,0,0,0,0,0,0,0,0,0,1,14,286,163,11,4506,45,24,163,150,10,10,1025,6,176,7,85,84,146,24,2,4,22,88,12,9,966,2,13,3194,510,15,227,42,247,13,510,4,2097,12,2,11,616,2,84,146,2,12,88,12,9,862,398,5,917,10,10,4,64,66,906,109,9,2,63,698,84,2476,153,154,80,2,1241,237,29,16,6,1640,19,2,18,6,196,58,10,10,798,10,10,0
0,0,0,1,14,4009,22,47,117,8,386,12,4962,2,408,6,239,15,9,128,74,345,14,229,42,27,85,206,108,28,1668,5,50,26,2552,2,7,807,15,1467,4,22,238,28,77,502,8,1754,49,2618,83,6,1162,2,10,10,21,57,4484,26,345,2,42,3104,91,7,4,116,9,1492,2291,4,229,2126,2964,2951,5,4,2030,2964,2,19,4085,23,599,9,4075,10,10,45,254,8,838,37,4,311,9,18,14,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,197,4,20,16,576,163,5,165,55,221,12,16,2821,5,1202,5,421,17,48,13,16,66,149,4,147,84,24,156,45,87,722,12,82,4218,4,84,17,406,23,263,651,24,1908,178,12,9,6,55,52,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,646,1393,20,13,447,2,2511,262,4,3836,519,2676,2,9,1567,5,389,17,2,13,423,2,2892,8,89,41,393,69,1840,2,4,2,837,136,9,530,66,423,14,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,197,14,16,31,7,148,66,87,108,8,67,19,6,762,7,491,369,13,1498,5,3785,5,1498,5,3785,33,4,172,58,12,16,43,66,1301,261,24,6,162,1120,14,16,6,55,73,93,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,520,14,20,6,675,7,300,373,4,64,282,15,12,144,60,79,6,300,305,7,6,194,2241,9,1022,2,37,210,3144,24,551,51,394,819,9,1376,27,96,10,10,2,2,9,38,46,7,41,1427,133,15,17,6,529,31,331,191,79,120,4,192,15,59,9,60,11,141,6,418,10,10,379,379,65,5,527,365,81,24,437,129,374,2364,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,255,115,3003,662,469,4,20,59,2,175,347,5,2132,32,209,6,227,7,1249,1426,59,82,47,6,91,2,2,5,4,3063,7,41,544,934,40,2,23,6,2,14,22,47,96,99,76,2,2,5,24,195,4089,2107,37,2937,51,117,16,317,7,4,22,1097,23,27,205,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,476,119,3933,45,643,173,7,68,1181,21,2041,188,4,1541,159,58,4,204,33,222,15,20,69,483,14,14,20,9,43,1044,1235,43,88,362,119,3933,152,384,25,70,43,3688,295,101,154,65,5,123,12,8,4,476,14,20,47,57,114,4,226,863,9,379,5,45,53,34,4,1396,538,24,17,1357,2,17,2,3593,21,45,2,245,39,112,6,1541,159,58,0
0,0,0,0,0,0,0,0,0,0,0,0,1,13,447,14,20,13,244,2,319,17,13,244,6,666,910,337,21,13,66,510,546,4,206,304,125,620,11,4,454,7,4,22,5,43,941,170,14,9,6,227,7,6,2,18,910,36,92,1142,179,17,76,58,23,109,943,61,658,3381,14,46,5,50,26,57,621,1396,12,9,3481,206,1154,13,1562,510,12,5,386,12,8,259,37,1388,910,30,36,185,42,154,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,78,21,12,2,52,12,9,43,441,10,10,17,6,212,63,12,9,424,8,30,45,2150,24,111,919,33,32,17,175,975,11,4,20,47,77,224,6,1431,211,159,10,10,45,6,902,17,32,4,156,11,4,22,26,87,633,21,600,7,98,66,81,76,5,4,277,1870,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,31,7,148,102,15,166,25,594,138,12,16,93,4,226,114,3277,294,269,8,2,4,2,5,32,4,1027,93,8,570,98,89,827,2,5,4207,2,4076,1319,8,2007,14,9,724,72,190,4,91,2,155,44,12,16,50,16,57,2319,11,12,33,32,798,14,31,48,614,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,31,16,76,128,13,69,510,12,6,176,14,31,47,24,60,1055,6,1826,4,326,16,800,89,933,180,70,406,243,809,21,11,2892,8,4,105,24,4,22,3011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,40,2,1806,2,214,128,5,128,19,175,251,14,1096,1920,73,917,22,100,55,73,759,23,94,205,21,17,6,2111,7,4,2112,512,45,371,1339,11,192,45,179,540,4,118,22,7,94,243,4,1529,2838,7,3024,102,5,60,4,2,810,261,3397,14,2720,9,242,3425,8,2715,54,94,293,2,26,141,2,2,5,753,2,17,1016,2,3493,1
0,0,0,0,1,14,20,16,40,4,910,1308,103,465,193,46,4,713,75,2,1101,5,1326,5,25,26,317,19,414,5,114,2,15,2384,4,1663,7,259,37,152,1634,1894,34,4,4015,17,489,699,4,414,38,2,2,5,2,1641,31,238,104,4,881,16,4,2220,7,2,2,2,5,914,2,11,6,673,19,4004,8,2242,35,2,7,175,78,229,257,69,126,69,6,508,11,1855,48,15,16,2477,2,3424,1973,3604,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,9,1026,19,206,5,599,4,65,347,9,565,195,8,1425,4,206,844,4,631,310,738,6,4418,227,7,339,11,4,3110,2550,21,12,16,131,737,14,20,3897,793,61,965,2635,375,8,254,2,1
0,0,0,0,0,0,0,0,0,0,0,0,1,3679,621,1528,19,1924,1480,11,350,812,3005,458,34,2,2,5,389,621,1396,12,9,87,722,39,380,8,1363,31,7,148,108,15,84,106,19,6,1826,5,135,36,92,97,4403,40,36,343,8,21,36,115,122,179,97,98,40,14,4,4541,2476,786,621,720,209,101,414,9,793,4,91,307,11,22,479,20,1236,695,2,39,4,483,5,1357,7,316,574,6,215,67,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,321,22,19,87,354,39,2,2,76,8,68,2,1923,2,4530,23,1709,32,688,1161,8,1516,2,21,11,2187,470,457,13,416,2506,18,4,109,12,152,193,90,196,8,380,2,2,37,13,119,118,7,32,23,4,123,5,656,2909,146,252,2,100,28,2,4,2,114,9,1429,262,48,25,264,11,1827,17,2,127,4,1285,2,12,1780,158,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,7,61,514,139,9,33,4,454,54,2,23,6,1955,2,1197,8,193,35,2,2,11,68,2,247,2,18,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,16,55,52,88,12,377,54,13,16,185,54,13,2,3172,1662,12,16,38,253,14,20,9,2,14,9,6,52,2,20,19,57,76,278,5,9,82,6,2547,20,88,68,2,1662,9,55,194,5,307,1
0,0,0,0,1,2,9,6,527,20,14,9,51,13,197,7,12,10,10,116,55,78,2,2,70,24,511,4,2,1173,76,128,10,10,65,4,65,16,864,21,12,100,28,77,53,1391,14,20,69,4,986,8,30,6,87,20,21,12,1196,10,10,228,422,49,7,4,228,16,184,646,10,10,2834,24,55,204,4,403,2,2,2537,2,10,10,1324,347,92,67,2,45,6,66,379,20,10,10,300,158,10,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,66,2488,104,7,233,52,8,135,44,14,22,24,6,686,155,4,229,9,6,1726,4,564,2,4,347,200,2,5,2,2,5,2,306,8,391,4,1474,1390,104,36,62,33,222,79,6,1759,2,4,354,71,78,34,91,7,4,177,261,13,2,66,1821,98,4,819,66,4385,4,802,16,1305,78,637,43,570,150,94,32,78,241,158,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,486,11,871,129,4429,9,141,338,1296,15,13,165,4590,61,523,11,813,139,491,1969,7,2,26,24,163,1337,1291,36,26,84,79,4427,54,36,67,142,38,2742,5,8,2421,68,2,36,462,149,871,129,4429,520,72,6,2317,4427,547,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422,146,3178,2,21,14,20,5,45,756,613,2416,31,7,61,32,58,2,670,2,1792,127,141,1351,8,4,217,7,2393,2,2,5,4,769,261,230,4190,9,731,166,31,264,11,654,4161,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,80,210,30,6,2139,5,20,356,17,196,17,50,26,131,84,37,1941,837,5,511,1
0,0,0,0,0,0,0,0,0,1,146,806,21,13,161,40,14,3578,55,76,13,70,104,7,6,1431,771,12,100,28,77,128,4,84,37,93,12,540,92,28,76,1546,4,3019,713,55,221,5,57,147,2618,9,2564,4,929,218,2,11,6,55,2,96,345,45,99,78,88,14,9,6,20,15,66,1015,2,318,944,31,155,637,135,9,15,2,2,214,53,307,4,922,59,214,32,1192,14,64,214,6,2,758,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,828,72,4783,39,454,8,130,2801,2,256,4,217,8,3203,4,117,430,15,299,27,492,16,777,29,93,14,6,336,492,20,8,377,4,3456,26,52,663,794,129,1306,3718,33,4,4856,9,2659,17,196,17,25,353,4,2318,9,2,13,264,14,20,80,30,6,356,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,16,35,1159,31,61,86,585,19,6,2189,22,12,16,1082,99,196,885,99,1315,13,546,510,4,2576,5,4,114,16,1238,1476,4,65,7,35,1158,492,2,27,3715,336,5,3000,597,103,6,196,2,1482,2,33,86,21,12,2085,8,30,55,1301,5,821,50,16,82,49,1302,486,38,17,24,8,2,42,2696,4,311,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,55,619,15,2,2,127,24,570,231,102,36,79,433,175,58,2,5,2,3831,9,6,2279,2,33,4,370,45,2411,15,39,4,111,102,15,26,93,2,11,2,4,249,7,98,79,8,30,1412,2,963,1331,4618,1966,22,1413,14,20,209,6,114,116,42,229,9,6,437,7,58,5,278,603,2241,2,46,7,158,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,678,2,16,66,24,55,52,33,32,466,112,163,133,5,50,4,65,16,647,5,4,116,16,338,678,2,544,5,2,71,262,616,4,326,16,647,5,4,183,15,4,1013,69,8,81,11,15,22,71,60,53,647,13,62,24,386,14,22,8,259,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1875,3645,26,24,78,33,32,49,26,1393,19,221,537,21,9,24,4,420,7,333,403,12,9,913,526,913,917,5,357,357,357,6,1049,580,18,35,221,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,14,20,9,368,7,2072,40,1168,2431,1530,4,1358,31,5,111,409,4,2,393,2,6,788,2892,42,3350,8,826,2,14,20,9,6,991,2,740,76,53,44,11,4,705,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,31,7,148,2,93,248,102,71,4,105,306,8,1585,32,281,4,863,7,4,65,4,2,7,6,492,34,4,2,336,9,55,52,21,4,65,43,186,8,2,2607,1945,4,452,9,2,24,8,81,233,25,124,478,73,59,9,170,8,81,12,12,9,6,227,230,4190,5,24,1517,7,6,829,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,28,115,110,6,212,15,16,14,76,7,6,2,8,870,4444,24,31,462,11,12,608,279,31,117,2,18,4,488,2,2,227,17,4,194,328,2,992,3229,21,4,360,7,12,16,2,2759,163,23,350,7,112,2,7,101,919,4,2,140,23,1437,2,788,7,14,31,48,25,1107,129,58,5,278,2150,4,249,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1307,38,52,13,28,115,110,6,132,30,53,163,74,1812,2693,11,14,759,56,212,25,80,67,6,176,7,2,53,224,34,259,10,10,48,25,28,110,2821,2,25,80,28,8,67,2,45,38,163,45,38,1624,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448,23,4972,2,2,667,14,3308,22,716,4,65,7,27,113,90,112,3889,34,2,2,5,112,1192,691,24,6,415,34,316,587,27,452,2789,29,2,309,8,2514,5,901,772,27,2020,63,9,4,64,173,7,90,29,70,1140,35,480,65,7,3158,19,6,371,480,5,3210,735,1576,239,34,2274,251,2075,790,7,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,447,14,20,25,28,8,1161,2,15,1810,56,40,2409,2,252,4,65,203,28,77,1523,33,211,21,25,191,193,245,39,4,96,12,16,224,13,343,8,106,14,120,5,120,174,54,13,16,709,94,6,362,20,5,1371,12,47,49,7,4,833,4414,126,2,344,23,4,2202,4643,9,1190,10,10,55,73,224,48,25,942,72,709,7,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,11,32,6,52,22,5,128,18,4,192,15,69,4,22,24,77,93,4,65,238,2416,1599,8,4,2,3977,127,6,52,292,17,4,2174,298,19,6,1599,501,5,4,1381,9,1380,8,49,14,203,30,99,2,8,409,357,18,72,12,9,6,3800,73,579,787,5,404,18,223,829,150,198,24,142,25,79,6,176,7,1033,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,416,4552,9,6,20,44,6,185,1891,2182,37,9,2,39,27,4552,688,8,27,336,4,711,112,556,34,4,4896,445,2,14,1327,44,2,2474,4,318,302,114,116,5,1228,285,44,14,20,9,78,190,45,38,78,15,45,163,25,80,401,149,14,20,331,88,45,38,78,45,163,5,40,4,85,2215,7,4,20,301,45,38,78,45,52,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,737,500,63,1580,253,5,776,500,297,5,1257,2,1256,4010,283,8,4,700,5,3760,6,364,2799,2,408,14,500,142,24,110,11,91,206,2,639,82,4,2559,5,1125,139,343,151,4673,2,26,2959,34,2,287,23,4,2,2,310,361,368,3079,7,4,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,86,22,47,32,27,2,1114,2,5,2,3120,4736,34,1444,354,39,2,2,17,4,2252,2,5,118,7,32,2,2,17,4,2726,2,2,2,450,211,17,1065,2,2666,2,21,115,2,191,264,14,16,4,1601,86,22,12,287,4,4454,7,294,33,4,2,7,68,611,1
0,0,0,0,0,0,0,0,1,31,7,61,32,58,1640,108,126,43,307,368,7,406,1426,2210,1285,1663,4,65,3418,17,127,4,2037,7,113,43,6,389,22,11,38,111,771,10,10,4,177,26,82,2,6,87,2,7,4,1885,698,676,187,13,447,98,32,18,175,2,1427,839,83,4,22,10,10,3169,47,8,30,31,7,4,91,731,1370,8,812,6,65,141,17,14,285,44,14,22,495,10,10,13,119,12,1
0,0,0,0,0,0,1,11,4,1273,650,14,9,6,2855,373,20,190,12,2,6,751,404,603,23,4,4072,212,2407,13,70,104,7,171,779,1290,15,97,72,462,17,254,17,13,122,149,14,20,1798,2,1213,1810,11,2174,298,2,1105,3292,72,83,2,2,13,586,437,4,2551,42,1708,1953,8,4,374,1130,8,851,12,21,48,25,593,8,30,2,23,4,2,33,342,11,4,1972,5,12,266,23,248,808,12,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,560,12,32,14,9,31,66,78,20,63,9,619,88,13,1760,40,2,5,13,28,77,1555,19,2,4915,11,85,555,14,190,9,394,13,4283,437,101,53,58,94,43,15,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,7,6,2,2142,4766,37,2,4,1172,29,16,2,11,5,1098,1526,4760,137,1064,8,193,1060,23,4,132,37,2,90,10,10,2,2,9,87,5,4,116,9,184,52,444,2946,1259,9,2,3799,17,4,2523,2,82,14,22,47,49,87,599,587,341,34,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,7,4,118,3137,917,108,207,126,110,50,218,76,8,4,114,21,4,116,1048,25,67,4,105,653,126,38,2,2,4,2398,7,4,1610,2,11,3169,5,119,5,2652,4,22,2,6,2,3341,23,25,76,17,4,2,127,23,32,4,372,371,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,212,47,49,2,163,538,11,12,3391,34,6,176,7,1960,538,43,44,175,136,1237,4,2,7,4,1662,5,68,710,3871,9,6,437,7,58,5,4,2,9,38,3784,15,12,166,25,594,48,36,165,69,6,229,1623,159,36,645,1423,14,42,36,71,331,231,12,32,56,17,36,435,367,300,241,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,16,427,394,13,191,264,13,1539,8,67,12,11,4,1716,13,586,106,12,23,879,1877,830,1964,146,770,15,914,2,60,93,12,81,24,437,129,58,19,14,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,31,5,64,16,6,87,22,13,69,43,1769,829,12,23,2,23,2,13,244,35,1724,1624,2,5,13,197,14,16,6,52,1975,7,51,113,9,40,17,6,1624,2,150,14,22,16,93,470,153,159,13,16,1447,21,13,92,104,4,2,7,1624,4210,4286,47,1194,32,15,76,619,163,5,32,187,87,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,6,52,20,279,13,40,12,88,12,16,814,133,11,2,4,156,122,6,52,239,5,24,64,122,4,539,30,2,21,36,71,52,11,997,38,12,16,2,4,232,9,1036,99,38,45,6,52,1014,48,25,181,8,4,232,42,4,539,1
0,0,0,0,0,0,0,0,0,0,0,1,6,542,755,21,127,24,3157,4,2845,7,4,204,6,4041,2979,2,3249,2,162,2,11,661,8,1504,27,205,667,2816,34,4,2144,131,4278,880,21,20,186,55,3028,11,3850,101,486,9,24,7,4,163,243,964,1187,186,8,28,4,489,7,6,2,5,33,211,3249,9,96,120,4,350,14,20,9,44,6,229,112,2,159,170,8,4,268,14,144,28,575,8,14,229,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,6,902,15,14,418,7,157,286,2,17,6,418,7,157,12,47,285,6,1379,22,215,28,6,622,1379,2301,1339,354,7,175,284,574,5,6,2,21,87,458,10,10,54,13,219,4,20,13,697,12,144,30,6,2,18,175,2,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,363,127,12,174,775,7,278,57,4858,146,252,4,927,71,23,142,85,74,2,54,36,1040,14,31,448,23,4,2,13,197,15,14,62,30,6,163,20,21,48,25,26,24,56,23,4,2484,379,1719,1181,95,490,717,91,7,4,710,486,11,14,20,138,437,129,58,25,70,870,23,6,2,399,164,5,28,53,253,74,14,20,80,1754,10,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,55,491,5,2455,2,7,4,2,5,3921,921,182,7,2,31,2,154,232,15,166,27,86,2490,11,27,992,119,8,35,85,430,315,35,3035,19,6,173,7,27,223,10,10,13,423,14,22,88,7,27,2,788,5,2,2804,19,32,14,481,491,1969,5,1858,388,2,69,77,368,7,2,2,10,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,229,18,14,20,16,242,258,11,6,1153,1871,1033,2,56,34,6,66,154,912,669,35,2374,22,19,835,3709,18,25,2,1532,2,59,47,4,3059,7,31,443,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,258,14,20,66,163,88,25,28,6,2,328,3016,1378,741,37,1442,5,9,1412,145,8,703,11,6,1696,3707,428,2,648,29,152,923,15,27,2003,144,653,5,1999,8,511,17,29,69,159,29,2,8,3644,228,3142,367,5,299,4,2749,173,7,35,2608,328,132,4,147,486,11,14,20,16,149,4,1113,15,14,2003,214,90,83,19,4,328,1830,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,7,148,2239,1428,56,375,8,933,3681,5,496,4,1419,1312,10,10,252,12,16,1096,21,4,668,485,218,15,1564,5,383,218,15,893,21,48,24,18,14,22,1509,62,24,28,2,83,51,12,9,639,10,10,1335,2,16,4,2709,3379,7,27,251,290,6,168,48,335,6,337,0
0,1,11,31,1161,45,40,1065,4602,7,4493,758,19,1450,11,328,5,428,5,4,2,11,1399,21,45,1505,44,2,119,2,5,1515,2,137,165,112,44,2,2,665,7,4,2,775,7,194,3269,1880,5,228,5,1105,2,15,1467,2,2,23,31,7,27,125,504,1753,21,6,1739,463,7,1680,465,114,819,5,2,405,2,11,1961,2,16,14,4,2186,18,1065,1020,2,2,127,259,281,35,2,200,1560,2,5,2312,4768,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,43,296,14,20,11,31,681,2,4,65,9,78,4,116,9,48,614,60,433,4,20,47,31,42,107,327,388,21,1584,12,5,260,148,107,392,52,388,152,97,56,18,233,11,200,159,42,103,148,388,6,2,7,6,20,24,60,290,149,23,248,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,31,7,4,1529,102,15,13,28,110,14,291,4,84,15,93,12,215,30,38,966,2,5,2509,12,9,6,307,155,50,71,6,176,7,489,31,2433,14,20,4280,1697,1284,46,7,4,1093,12,16,93,34,2,172,84,13,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,31,7,61,514,102,7,32,58,13,447,2517,132,19,2,2858,5,827,3790,14,20,9,11,49,771,729,21,166,2517,132,306,4502,2012,2,5,2,34,2096,1
0,0,0,0,0,0,0,0,0,0,1,13,40,111,783,254,2,42,2,13,92,459,3117,143,1542,2187,7,323,2141,2,2,7,6,128,123,54,12,16,120,2,4,130,7,933,834,3020,11,4206,2,2,4150,9,777,1476,1971,2,275,105,1380,162,2057,6,1719,613,18,4,2,13,16,2414,13,191,104,7,233,13,161,40,1913,72,56,18,158,2187,7,14,123,323,2141,9,145,2,1337,3758,25,401,23,2,10,10,1
